0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,
0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,
0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,0.006059,
0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,0.008079,
0.010099,0.010099,0.010099,0.010099,0.010099,0.010099,0.010099,0.010099,0.010099,0.010099,0.010099,0.010099,0.010099,0.010099,0.010099,0.010099,0.010099,0.010099,0.010099,
0.012119,0.012119,0.012119,0.012119,0.012119,0.012119,0.012119,0.012119,0.012119,0.012119,0.012119,0.012119,0.012119,0.012119,0.012119,0.012119,0.012119,0.012119,0.012119,
0.014139,0.014139,0.014139,0.014139,0.014139,0.014139,0.014139,0.014139,0.014139,0.014139,0.014139,0.014139,0.014139,0.014139,0.014139,0.014139,0.014139,0.014139,0.014139,
0.016159,0.016159,0.016159,0.016159,0.016159,0.016159,0.016159,0.016159,0.016159,0.016159,0.016159,0.016159,0.016159,0.016159,0.016159,0.016159,0.016159,0.016159,0.016159,
0.018179,0.018179,0.018179,0.018179,0.018179,0.018179,0.018179,0.018179,0.018179,0.018179,0.018179,0.018179,0.018179,0.018179,0.018179,0.018179,0.018179,0.018179,0.018179,
0.020199,0.020199,0.020199,0.020199,0.020199,0.020199,0.020199,0.020199,0.020199,0.020199,0.020199,0.020199,0.020199,0.020199,0.020199,0.020199,0.020199,0.020199,0.020199,
0.022219,0.022219,0.022219,0.022219,0.022219,0.022219,0.022219,0.022219,0.022219,0.022219,0.022219,0.022219,0.022219,0.022219,0.022219,0.022219,0.022219,0.022219,0.022219,
0.024240,0.024240,0.024240,0.024240,0.024240,0.024240,0.024240,0.024240,0.024240,0.024240,0.024240,0.024240,0.024240,0.024240,0.024240,0.024240,0.024240,0.024240,0.024240,
0.026260,0.026260,0.026260,0.026260,0.026260,0.026260,0.026260,0.026260,0.026260,0.026260,0.026260,0.026260,0.026260,0.026260,0.026260,0.026260,0.026260,0.026260,0.026260,
0.028280,0.028280,0.028280,0.028280,0.028280,0.028280,0.028280,0.028280,0.028280,0.028280,0.028280,0.028280,0.028280,0.028280,0.028280,0.028280,0.028280,0.028280,0.028280,
0.030300,0.030300,0.030300,0.030300,0.030300,0.030300,0.030300,0.030300,0.030300,0.030300,0.030300,0.030300,0.030300,0.030300,0.030300,0.030300,0.030300,0.030300,0.030300,
0.032321,0.032321,0.032321,0.032321,0.032321,0.032321,0.032321,0.032321,0.032321,0.032321,0.032321,0.032321,0.032321,0.032321,0.032321,0.032321,0.032321,0.032321,0.032321,
0.034341,0.034341,0.034341,0.034341,0.034341,0.034341,0.034341,0.034341,0.034341,0.034341,0.034341,0.034341,0.034341,0.034341,0.034341,0.034341,0.034341,0.034341,0.034341,
0.036362,0.036362,0.036362,0.036362,0.036362,0.036362,0.036362,0.036362,0.036362,0.036362,0.036362,0.036362,0.036362,0.036362,0.036362,0.036362,0.036362,0.036362,0.036362,
0.038382,0.038382,0.038382,0.038382,0.038382,0.038382,0.038382,0.038382,0.038382,0.038382,0.038382,0.038382,0.038382,0.038382,0.038382,0.038382,0.038382,0.038382,0.038382,
0.040403,0.040403,0.040403,0.040403,0.040403,0.040403,0.040403,0.040403,0.040403,0.040403,0.040403,0.040403,0.040403,0.040403,0.040403,0.040403,0.040403,0.040403,0.040403,
0.042423,0.042423,0.042423,0.042423,0.042423,0.042423,0.042423,0.042423,0.042423,0.042423,0.042423,0.042423,0.042423,0.042423,0.042423,0.042423,0.042423,0.042423,0.042423,
0.044444,0.044444,0.044444,0.044444,0.044444,0.044444,0.044444,0.044444,0.044444,0.044444,0.044444,0.044444,0.044444,0.044444,0.044444,0.044444,0.044444,0.044444,0.044444,
0.046464,0.046464,0.046464,0.046464,0.046464,0.046464,0.046464,0.046464,0.046464,0.046464,0.046464,0.046464,0.046464,0.046464,0.046464,0.046464,0.046464,0.046464,0.046464,
0.048485,0.048485,0.048485,0.048485,0.048485,0.048485,0.048485,0.048485,0.048485,0.048485,0.048485,0.048485,0.048485,0.048485,0.048485,0.048485,0.048485,0.048485,0.048485,
0.050506,0.050506,0.050506,0.050506,0.050506,0.050506,0.050506,0.050506,0.050506,0.050506,0.050506,0.050506,0.050506,0.050506,0.050506,0.050506,0.050506,0.050506,0.050506,
0.052527,0.052527,0.052527,0.052527,0.052527,0.052527,0.052527,0.052527,0.052527,0.052527,0.052527,0.052527,0.052527,0.052527,0.052527,0.052527,0.052527,0.052527,0.052527,
0.054547,0.054547,0.054547,0.054547,0.054547,0.054547,0.054547,0.054547,0.054547,0.054547,0.054547,0.054547,0.054547,0.054547,0.054547,0.054547,0.054547,0.054547,0.054547,
0.056568,0.056568,0.056568,0.056568,0.056568,0.056568,0.056568,0.056568,0.056568,0.056568,0.056568,0.056568,0.056568,0.056568,0.056568,0.056568,0.056568,0.056568,0.056568,
0.058589,0.058589,0.058589,0.058589,0.058589,0.058589,0.058589,0.058589,0.058589,0.058589,0.058589,0.058589,0.058589,0.058589,0.058589,0.058589,0.058589,0.058589,0.058589,
0.060610,0.060610,0.060610,0.060610,0.060610,0.060610,0.060610,0.060610,0.060610,0.060610,0.060610,0.060610,0.060610,0.060610,0.060610,0.060610,0.060610,0.060610,0.060610,
0.062631,0.062631,0.062631,0.062631,0.062631,0.062631,0.062631,0.062631,0.062631,0.062631,0.062631,0.062631,0.062631,0.062631,0.062631,0.062631,0.062631,0.062631,0.062631,
0.064652,0.064652,0.064652,0.064652,0.064652,0.064652,0.064652,0.064652,0.064652,0.064652,0.064652,0.064652,0.064652,0.064652,0.064652,0.064652,0.064652,0.064652,0.064652,
0.066673,0.066673,0.066673,0.066673,0.066673,0.066673,0.066673,0.066673,0.066673,0.066673,0.066673,0.066673,0.066673,0.066673,0.066673,0.066673,0.066673,0.066673,0.066673,
0.068694,0.068694,0.068694,0.068694,0.068694,0.068694,0.068694,0.068694,0.068694,0.068694,0.068694,0.068694,0.068694,0.068694,0.068694,0.068694,0.068694,0.068694,0.068694,
0.070715,0.070715,0.070715,0.070715,0.070715,0.070715,0.070715,0.070715,0.070715,0.070715,0.070715,0.070715,0.070715,0.070715,0.070715,0.070715,0.070715,0.070715,0.070715,
0.072737,0.072737,0.072737,0.072737,0.072737,0.072737,0.072737,0.072737,0.072737,0.072737,0.072737,0.072737,0.072737,0.072737,0.072737,0.072737,0.072737,0.072737,0.072737,
0.074758,0.074758,0.074758,0.074758,0.074758,0.074758,0.074758,0.074758,0.074758,0.074758,0.074758,0.074758,0.074758,0.074758,0.074758,0.074758,0.074758,0.074758,0.074758,
0.076779,0.076779,0.076779,0.076779,0.076779,0.076779,0.076779,0.076779,0.076779,0.076779,0.076779,0.076779,0.076779,0.076779,0.076779,0.076779,0.076779,0.076779,0.076779,
0.078800,0.078800,0.078800,0.078800,0.078800,0.078800,0.078800,0.078800,0.078800,0.078800,0.078800,0.078800,0.078800,0.078800,0.078800,0.078800,0.078800,0.078800,0.078800,
0.080822,0.080822,0.080822,0.080822,0.080822,0.080822,0.080822,0.080822,0.080822,0.080822,0.080822,0.080822,0.080822,0.080822,0.080822,0.080822,0.080822,0.080822,0.080822,
0.082843,0.082843,0.082843,0.082843,0.082843,0.082843,0.082843,0.082843,0.082843,0.082843,0.082843,0.082843,0.082843,0.082843,0.082843,0.082843,0.082843,0.082843,0.082843,
0.084864,0.084864,0.084864,0.084864,0.084864,0.084864,0.084864,0.084864,0.084864,0.084864,0.084864,0.084864,0.084864,0.084864,0.084864,0.084864,0.084864,0.084864,0.084864,
0.086886,0.086886,0.086886,0.086886,0.086886,0.086886,0.086886,0.086886,0.086886,0.086886,0.086886,0.086886,0.086886,0.086886,0.086886,0.086886,0.086886,0.086886,0.086886,
0.088907,0.088907,0.088907,0.088907,0.088907,0.088907,0.088907,0.088907,0.088907,0.088907,0.088907,0.088907,0.088907,0.088907,0.088907,0.088907,0.088907,0.088907,0.088907,
0.090929,0.090929,0.090929,0.090929,0.090929,0.090929,0.090929,0.090929,0.090929,0.090929,0.090929,0.090929,0.090929,0.090929,0.090929,0.090929,0.090929,0.090929,0.090929,
0.092951,0.092951,0.092951,0.092951,0.092951,0.092951,0.092951,0.092951,0.092951,0.092951,0.092951,0.092951,0.092951,0.092951,0.092951,0.092951,0.092951,0.092951,0.092951,
0.094972,0.094972,0.094972,0.094972,0.094972,0.094972,0.094972,0.094972,0.094972,0.094972,0.094972,0.094972,0.094972,0.094972,0.094972,0.094972,0.094972,0.094972,0.094972,
0.096994,0.096994,0.096994,0.096994,0.096994,0.096994,0.096994,0.096994,0.096994,0.096994,0.096994,0.096994,0.096994,0.096994,0.096994,0.096994,0.096994,0.096994,0.096994,
0.099016,0.099016,0.099016,0.099016,0.099016,0.099016,0.099016,0.099016,0.099016,0.099016,0.099016,0.099016,0.099016,0.099016,0.099016,0.099016,0.099016,0.099016,0.099016,
0.101037,0.101037,0.101037,0.101037,0.101037,0.101037,0.101037,0.101037,0.101037,0.101037,0.101037,0.101037,0.101037,0.101037,0.101037,0.101037,0.101037,0.101037,0.101037,
0.103059,0.103059,0.103059,0.103059,0.103059,0.103059,0.103059,0.103059,0.103059,0.103059,0.103059,0.103059,0.103059,0.103059,0.103059,0.103059,0.103059,0.103059,0.103059,
0.105081,0.105081,0.105081,0.105081,0.105081,0.105081,0.105081,0.105081,0.105081,0.105081,0.105081,0.105081,0.105081,0.105081,0.105081,0.105081,0.105081,0.105081,0.105081,
0.107103,0.107103,0.107103,0.107103,0.107103,0.107103,0.107103,0.107103,0.107103,0.107103,0.107103,0.107103,0.107103,0.107103,0.107103,0.107103,0.107103,0.107103,0.107103,
0.109125,0.109125,0.109125,0.109125,0.109125,0.109125,0.109125,0.109125,0.109125,0.109125,0.109125,0.109125,0.109125,0.109125,0.109125,0.109125,0.109125,0.109125,0.109125,
0.111147,0.111147,0.111147,0.111147,0.111147,0.111147,0.111147,0.111147,0.111147,0.111147,0.111147,0.111147,0.111147,0.111147,0.111147,0.111147,0.111147,0.111147,0.111147,
0.113169,0.113169,0.113169,0.113169,0.113169,0.113169,0.113169,0.113169,0.113169,0.113169,0.113169,0.113169,0.113169,0.113169,0.113169,0.113169,0.113169,0.113169,0.113169,
0.115191,0.115191,0.115191,0.115191,0.115191,0.115191,0.115191,0.115191,0.115191,0.115191,0.115191,0.115191,0.115191,0.115191,0.115191,0.115191,0.115191,0.115191,0.115191,
0.117213,0.117213,0.117213,0.117213,0.117213,0.117213,0.117213,0.117213,0.117213,0.117213,0.117213,0.117213,0.117213,0.117213,0.117213,0.117213,0.117213,0.117213,0.117213,
0.119235,0.119235,0.119235,0.119235,0.119235,0.119235,0.119235,0.119235,0.119235,0.119235,0.119235,0.119235,0.119235,0.119235,0.119235,0.119235,0.119235,0.119235,0.119235,
0.121257,0.121257,0.121257,0.121257,0.121257,0.121257,0.121257,0.121257,0.121257,0.121257,0.121257,0.121257,0.121257,0.121257,0.121257,0.121257,0.121257,0.121257,0.121257,
0.123279,0.123279,0.123279,0.123279,0.123279,0.123279,0.123279,0.123279,0.123279,0.123279,0.123279,0.123279,0.123279,0.123279,0.123279,0.123279,0.123279,0.123279,0.123279,
0.125301,0.125301,0.125301,0.125301,0.125301,0.125301,0.125301,0.125301,0.125301,0.125301,0.125301,0.125301,0.125301,0.125301,0.125301,0.125301,0.125301,0.125301,0.125301,
0.127324,0.127324,0.127324,0.127324,0.127324,0.127324,0.127324,0.127324,0.127324,0.127324,0.127324,0.127324,0.127324,0.127324,0.127324,0.127324,0.127324,0.127324,0.127324,
0.129346,0.129346,0.129346,0.129346,0.129346,0.129346,0.129346,0.129346,0.129346,0.129346,0.129346,0.129346,0.129346,0.129346,0.129346,0.129346,0.129346,0.129346,0.129346,
0.131368,0.131368,0.131368,0.131368,0.131368,0.131368,0.131368,0.131368,0.131368,0.131368,0.131368,0.131368,0.131368,0.131368,0.131368,0.131368,0.131368,0.131368,0.131368,
0.133391,0.133391,0.133391,0.133391,0.133391,0.133391,0.133391,0.133391,0.133391,0.133391,0.133391,0.133391,0.133391,0.133391,0.133391,0.133391,0.133391,0.133391,0.133391,
0.135413,0.135413,0.135413,0.135413,0.135413,0.135413,0.135413,0.135413,0.135413,0.135413,0.135413,0.135413,0.135413,0.135413,0.135413,0.135413,0.135413,0.135413,0.135413,
0.137436,0.137436,0.137436,0.137436,0.137436,0.137436,0.137436,0.137436,0.137436,0.137436,0.137436,0.137436,0.137436,0.137436,0.137436,0.137436,0.137436,0.137436,0.137436,
0.139458,0.139458,0.139458,0.139458,0.139458,0.139458,0.139458,0.139458,0.139458,0.139458,0.139458,0.139458,0.139458,0.139458,0.139458,0.139458,0.139458,0.139458,0.139458,
0.141481,0.141481,0.141481,0.141481,0.141481,0.141481,0.141481,0.141481,0.141481,0.141481,0.141481,0.141481,0.141481,0.141481,0.141481,0.141481,0.141481,0.141481,0.141481,
0.143503,0.143503,0.143503,0.143503,0.143503,0.143503,0.143503,0.143503,0.143503,0.143503,0.143503,0.143503,0.143503,0.143503,0.143503,0.143503,0.143503,0.143503,0.143503,
0.145526,0.145526,0.145526,0.145526,0.145526,0.145526,0.145526,0.145526,0.145526,0.145526,0.145526,0.145526,0.145526,0.145526,0.145526,0.145526,0.145526,0.145526,0.145526,
0.147549,0.147549,0.147549,0.147549,0.147549,0.147549,0.147549,0.147549,0.147549,0.147549,0.147549,0.147549,0.147549,0.147549,0.147549,0.147549,0.147549,0.147549,0.147549,
0.149571,0.149571,0.149571,0.149571,0.149571,0.149571,0.149571,0.149571,0.149571,0.149571,0.149571,0.149571,0.149571,0.149571,0.149571,0.149571,0.149571,0.149571,0.149571,
0.151594,0.151594,0.151594,0.151594,0.151594,0.151594,0.151594,0.151594,0.151594,0.151594,0.151594,0.151594,0.151594,0.151594,0.151594,0.151594,0.151594,0.151594,0.151594,
